,device,time,phase,file
278,131,61777.551,B,637
279,131,61779.251,B,637
280,131,61782.501,B,637
281,131,61783.85,B,637
282,131,61786.251,B,637
283,131,61788.151,B,637
284,131,61790.967,B,637
285,131,61792.584,B,637
286,131,61794.817,B,637
287,131,61797.134,B,637
288,131,61799.7,B,637
289,131,61801.45,B,637
290,131,61803.501,B,637
291,131,61806.084,B,637
292,131,61808.567,B,637
293,131,61810.501,B,637
294,131,61812.417,B,637
295,131,61815.167,B,637
296,131,61817.517,B,638
297,131,61819.6,B,638
298,131,61821.367,B,638
299,131,61824.234,B,638
300,131,61826.467,B,638
301,131,61828.7,B,638
302,131,61830.384,B,638
303,131,61833.35,B,638
304,131,61835.517,B,638
305,131,61837.767,B,638
306,131,61839.35,B,638
307,131,61842.301,B,638
308,131,61842.817,B,638
309,131,61892.617,B,638
310,131,61895.034,B,638
311,131,61931.901,B,639
312,131,61934.284,B,639
313,131,61969.167,B,639
314,131,61971.534,B,639
315,131,62006.251,B,639
316,131,62008.634,B,639
317,131,62043.667,B,640
318,131,62046.034,B,640
319,131,62081.301,B,640
320,131,62083.684,B,640
321,131,62119.317,B,641
322,131,62121.684,B,641
323,111,62685.367,A,646
324,204,62776.2,B,647
325,156,63351.967,A,653
326,156,63398.617,A,654
327,140,63439.634,B,654
328,140,63449.384,B,654
329,149,63464.234,B,655
330,140,63551.234,B,655
331,111,63558.367,A,656
332,204,65120.1,B,672
333,111,66319.034,A,684
334,111,67189.534,A,693
335,111,69953.417,A,722
336,156,70284.817,A,725
337,156,70382.884,A,726
338,149,70385.934,B,726
339,118,70409.117,B,726
340,128,70409.551,B,726
341,111,70822.184,A,731
342,127,71824.034,A,741
343,207,71824.034,A,741
344,207,71842.801,A,741
345,127,71842.817,A,741
346,111,73612.434,A,759
347,111,74484.251,A,768
348,155,74695.967,B,771
349,108,74720.134,A,771
350,108,74860.2,A,772
351,128,74974.117,B,774
352,156,75432.001,A,778
353,128,75508.6,B,779
354,150,75533.584,B,779
355,1001,75637.034,A,780
356,1002,76311.467,A,787
357,132,76555.367,A,790
358,132,76701.551,A,791
359,1003,76720.217,A,792
360,1004,76739.567,A,792
361,156,76739.784,A,792
362,150,76807.384,B,793
363,149,76871.167,B,793
364,111,77035.684,A,795
365,111,77041.85,A,795
366,111,77144.217,A,796
367,111,77155.734,A,796
368,111,77157.901,A,796
369,155,77216.734,B,797
370,120,77857.501,B,803
371,120,77887.167,B,804
372,111,78137.934,A,806
373,128,78338.967,B,808
374,204,79466.017,B,820
375,120,79881.067,B,824
376,140,79884.1,B,824
377,112,79975.134,B,825
378,156,80371.417,A,829
379,111,80927.417,A,835
380,140,81156.317,B,837
381,140,81165.884,B,838
382,156,81233.567,A,838
383,140,81267.567,B,839
384,140,81343.384,B,839
385,120,81469.734,B,841
386,140,81469.751,B,841
387,140,81478.167,B,841
388,112,81561.034,B,842
389,140,81579.617,B,842
390,103,81601.167,B,842
391,103,81614.051,B,842
392,103,81670.867,B,843
393,103,81683.334,B,843
394,111,81826.617,A,844
395,103,81951.95,B,846
396,118,82322.017,B,849
397,111,84632.934,A,873
398,111,85517.001,A,882
399,111,88403.6,A,912
400,111,89289.35,A,921
401,111,92125.084,A,951
402,111,93001.251,A,960
403,111,95872.484,A,989
404,111,96731.967,A,998
405,111,99622.901,A,1028
406,111,100483.084,A,1037
407,204,101520.367,B,1048
408,111,103390.2,A,1068
409,111,104225.817,A,1077
410,118,105589.934,B,1091
411,149,105589.934,B,1091
412,128,105596.467,B,1091
413,149,107038.184,B,1106
414,156,107064.517,A,1107
415,156,107127.584,A,1107
416,111,107137.834,A,1108
417,155,107167.7,B,1108
418,111,107175.834,A,1108
419,111,107180.034,A,1108
420,152,107184.667,B,1108
421,1005,107195.834,B,1108
422,123,107225.984,B,1108
423,129,107236.1,B,1109
424,111,108009.551,A,1117
425,128,108532.917,B,1122
426,118,110660.2,B,1145
427,111,110833.784,A,1147
428,111,111708.917,A,1156
429,129,113659.534,B,1177
430,123,113660.067,B,1177
431,1006,113676.6,B,1177
432,152,113689.017,B,1177
433,157,113693.017,B,1177
434,151,113712.967,B,1178
435,149,113718.484,B,1178
436,128,113732.401,B,1178
437,118,113732.417,B,1178
438,111,114508.517,A,1186
439,111,115398.034,A,1195
440,149,115677.884,B,1198
441,156,115679.817,A,1198
442,156,115808.934,A,1200
443,101,115821.767,B,1200
444,102,115821.767,B,1200
445,209,116060.017,B,1202
446,209,116061.417,B,1202
447,128,117092.7,B,1213
448,111,118008.95,A,1223
449,111,118015.017,A,1223
450,111,118042.617,A,1223
451,111,118047.034,A,1223
452,111,118072.234,A,1224
453,111,118112.967,A,1224
454,111,118116.417,A,1224
455,111,118169.617,A,1225
456,111,118174.367,A,1225
457,152,118238.917,B,1225
458,159,118250.534,B,1226
459,111,118275.534,A,1226
460,111,118278.467,A,1226
461,123,118302.651,B,1226
462,129,118312.784,B,1226
463,118,119210.467,B,1236
464,111,119222.834,A,1236
465,204,119500.017,B,1239
466,111,121868.917,A,1264
467,111,122807.867,A,1274
468,209,124324.584,B,1290
469,209,124331.417,B,1290
470,156,125089.134,A,1298
471,156,125172.467,A,1299
472,151,125176.6,B,1299
473,155,125246.467,B,1300
474,157,125291.067,B,1300
475,111,125450.1,A,1302
476,1007,125872.667,A,1307
477,1008,125907.717,A,1307
478,129,125974.2,B,1308
479,123,125974.667,B,1308
480,159,126137.1,B,1309
481,152,126157.35,B,1310
482,101,126199.784,B,1310
483,102,126199.784,B,1310
484,151,126204.584,B,1310
485,149,126230.001,B,1310
486,111,126324.751,A,1311
487,149,127508.45,B,1324
488,151,128089.584,B,1330
489,101,128090.467,B,1330
490,102,128090.467,B,1330
491,155,128110.367,B,1330
492,111,128123.651,A,1330
493,111,128127.917,A,1330
494,111,128130.117,A,1330
495,111,128133.301,A,1330
496,111,128142.551,A,1331
497,111,128145.1,A,1331
498,111,128152.717,A,1331
499,111,128155.034,A,1331
500,155,128194.484,B,1331
501,152,128199.2,B,1331
502,159,128210.017,B,1331
503,123,128238.334,B,1332
504,129,128248.467,B,1332
505,111,128720.684,A,1337
506,111,129609.801,A,1346
507,129,131517.067,B,1366
508,123,131517.551,B,1366
509,159,131524.317,B,1366
510,152,131534.017,B,1366
511,101,131555.651,B,1367
512,102,131555.651,B,1367
513,156,131585.767,A,1367
514,156,131660.934,A,1368
515,127,131759.117,A,1369
516,207,131759.117,A,1369
517,207,131777.534,A,1369
518,127,131777.551,A,1369
519,111,132263.017,A,1374
520,111,133144.551,A,1383
521,111,135876.534,A,1412
522,111,136736.301,A,1421
523,111,139493.35,A,1451
524,111,140344.917,A,1460
525,111,143124.6,A,1489
526,111,143965.617,A,1498
527,111,146777.084,A,1528
528,111,147612.2,A,1536
529,111,150464.367,A,1566
530,111,151264.334,A,1575
531,204,151649.284,B,1579
532,204,151759.95,B,1580
533,204,151911.367,B,1582
534,111,154107.267,A,1605
535,111,154938.484,A,1614
536,111,157810.184,A,1644
537,111,158654.567,A,1653
538,118,159530.35,B,1662
539,128,159530.35,B,1662
540,152,160083.984,B,1668
541,1009,160096.734,B,1668
542,1010,160107.167,B,1668
543,152,160119.151,B,1668
544,128,161381.667,B,1682
545,111,161494.867,A,1683
546,111,162357.501,A,1692
547,118,163420.151,B,1703
548,155,164772.484,B,1718
549,111,164822.967,A,1718
550,111,164826.567,A,1718
551,111,165119.634,A,1721
552,211,165158.001,B,1722
553,211,165259.617,B,1723
554,211,165585.2,B,1726
555,211,165689.417,B,1727
556,211,165740.667,B,1728
557,211,165825.617,B,1729
558,211,165875.217,B,1729
559,211,165972.35,B,1730
560,111,166006.7,A,1731
561,211,166019.7,B,1731
562,211,166118.051,B,1732
563,211,166166.717,B,1732
564,211,166270.251,B,1733
565,211,166318.584,B,1734
566,211,166421.784,B,1735
567,211,166469.2,B,1736
568,211,166575.1,B,1737
569,211,166621.067,B,1737
570,211,166727.984,B,1738
571,211,166775.267,B,1739
572,211,166877.084,B,1740
573,211,166883.284,B,1740
574,111,168725.751,A,1759
575,155,168761.284,B,1760
576,211,168765.167,B,1760
577,103,168822.367,B,1760
578,103,168835.217,B,1761
579,103,168932.434,B,1762
580,103,168944.901,B,1762
581,103,169213.517,B,1765
582,111,169672.717,A,1769
583,155,170029.717,B,1773
584,112,170038.434,B,1773
585,211,170057.034,B,1774
586,120,170057.084,B,1774
587,140,170064.95,B,1774
588,211,170615.917,B,1779
589,211,170666.267,B,1780
590,140,170679.551,B,1780
591,140,170689.35,B,1780
592,211,170729.6,B,1781
593,209,170761.534,B,1781
594,211,170786.534,B,1781
595,140,170794.35,B,1781
596,209,170806.234,B,1781
597,211,170846.634,B,1782
598,211,170867.534,B,1782
599,149,170937.934,B,1783
600,118,170940.417,B,1783
601,128,170944.334,B,1783
602,140,170986.35,B,1783
603,211,171071.967,B,1784
604,211,171117.784,B,1785
605,211,171196.467,B,1786
606,211,171244.484,B,1786
607,211,171317.7,B,1787
608,211,171370.634,B,1787
609,211,171441.801,B,1788
610,211,171498.034,B,1789
611,211,171568.917,B,1790
612,211,171623.151,B,1790
613,211,171690.367,B,1791
614,211,171749.85,B,1792
615,211,171817.467,B,1792
616,211,171875.017,B,1793
617,211,171943.217,B,1794
618,211,172003.317,B,1794
619,211,172068.734,B,1795
620,211,172130.151,B,1796
621,211,172197.117,B,1796
622,211,172257.484,B,1797
623,1200,172293.301,A,1797
624,1201,172296.401,A,1797
625,156,172296.6,A,1797
626,111,172300.084,A,1797
627,211,172318.584,B,1798
628,211,172379.984,B,1798
629,156,172409.984,A,1799
630,211,172442.434,B,1799
631,211,172503.2,B,1800
632,211,172564.301,B,1800
633,211,172622.417,B,1801
634,211,172684.801,B,1801
635,211,172747.901,B,1802
636,211,172809.584,B,1803
637,211,172873.35,B,1803
638,211,172936.7,B,1804
639,211,172999.034,B,1805
640,211,173060.834,B,1805
641,211,173123.501,B,1806
642,211,173187.517,B,1807
643,211,173248.95,B,1807
644,211,173312.017,B,1808
645,211,173377.334,B,1809
646,211,173437.784,B,1809
647,211,173501.217,B,1810
648,211,173561.917,B,1811
649,211,173626.617,B,1811
650,211,173690.35,B,1812
651,211,173759.284,B,1813
652,211,173821.667,B,1814
653,111,173863.367,A,1814
654,211,173886.984,B,1814
655,211,173964.751,B,1815
656,211,174036.6,B,1816
657,211,174093.384,B,1816
658,211,174160.117,B,1817
659,111,174162.717,A,1817
660,211,174219.2,B,1818
661,211,174268.901,B,1818
662,211,174337.817,B,1819
663,152,174358.567,B,1819
664,210,174394.901,B,1820
665,210,174408.301,B,1820
666,211,174417.534,B,1820
667,211,174475.034,B,1820
668,211,174541.634,B,1821
669,210,174572.084,B,1821
670,210,174576.067,B,1822
671,211,174600.434,B,1822
672,210,174612.584,B,1822
673,210,174633.1,B,1822
674,210,174635.151,B,1822
675,211,174669.084,B,1823
676,210,174696.184,B,1823
677,210,174713.067,B,1823
678,103,174725.434,B,1823
679,207,174725.434,A,1823
680,211,174731.067,B,1823
681,210,174755.317,B,1823
682,211,174800.984,B,1824
683,140,174818.767,B,1824
684,140,174828.534,B,1824
685,211,174860.801,B,1825
686,211,174927.117,B,1825
687,140,174930.6,B,1825
688,211,174988.2,B,1826
689,211,175057.834,B,1827
690,211,175118.484,B,1827
691,210,175175.1,B,1828
692,211,175185.801,B,1828
693,211,175244.6,B,1829
694,211,175311.95,B,1829
695,210,175352.334,B,1830
696,210,175356.2,B,1830
697,211,175371.067,B,1830
698,210,175395.884,B,1830
699,211,175438.367,B,1831
700,210,175472.434,B,1831
701,211,175498.517,B,1831
702,210,175535.217,B,1832
703,103,175537.117,B,1832
704,207,175537.117,A,1832
705,210,175555.217,B,1832
706,211,175570.717,B,1832
707,1011,175575.384,A,1832
708,1012,175615.234,A,1833
709,211,175629.517,B,1833
710,211,175639.634,B,1833
711,211,175661.817,B,1833
712,128,175673.784,B,1833
713,211,175695.834,B,1834
714,204,175710.217,B,1834
715,210,175712.35,B,1834
716,210,175716.384,B,1834
717,210,175751.801,B,1834
718,210,175772.467,B,1834
719,211,175820.617,B,1835
720,210,175835.301,B,1835
721,210,175852.984,B,1835
722,210,175895.7,B,1836
723,211,175942.151,B,1836
724,210,175956.401,B,1836
725,211,175992.134,B,1837
726,211,176066.901,B,1837
727,210,176072.6,B,1838
728,210,176076.217,B,1838
729,210,176112.934,B,1838
730,211,176122.1,B,1838
731,211,176140.684,B,1838
732,1013,176160.534,A,1838
733,211,176181.901,B,1839
734,210,176194.084,B,1839
735,210,176196.234,B,1839
736,156,176243.317,A,1839
737,1014,176248.401,A,1839
738,210,176268.6,B,1840
739,211,176269.767,B,1840
740,211,176324.284,B,1840
741,211,176400.417,B,1841
742,211,176456.301,B,1842
743,211,176532.751,B,1842
744,128,176536.967,B,1842
745,211,176590.901,B,1843
746,211,176661.134,B,1844
747,211,176715.317,B,1844
748,140,176736.217,B,1845
749,140,176745.85,B,1845
750,211,176787.251,B,1845
751,211,176843.134,B,1846
752,140,176847.501,B,1846
753,156,176905.334,A,1846
754,211,176914.984,B,1846
755,211,176969.234,B,1847
756,140,177003.934,B,1847
757,211,177040.051,B,1848
758,211,177094.917,B,1848
759,150,177111.501,B,1849
760,211,177168.117,B,1849
761,211,177224.7,B,1850
762,150,177240.867,B,1850
763,211,177298.501,B,1851
764,149,177316.301,B,1851
765,211,177355.001,B,1851
766,112,177413.234,B,1852
767,152,177426.284,B,1852
768,155,177469.384,B,1852
769,111,177721.217,A,1855
770,140,177912.117,B,1857
771,140,177921.901,B,1857
772,140,178023.684,B,1858
773,128,178773.917,B,1866
774,111,179627.551,A,1875
775,111,180877.901,A,1888
776,118,180897.067,B,1889
777,155,182421.217,B,1905
778,211,182428.901,B,1905
779,118,182528.45,B,1906
780,128,182532.317,B,1906
781,211,182728.317,B,1908
782,211,182730.667,B,1908
783,111,182993.617,A,1911
784,211,183433.6,B,1915
785,152,183467.617,B,1916
786,123,183486.734,B,1916
787,129,183496.85,B,1916
788,211,183500.117,B,1916
789,211,183544.234,B,1917
790,211,183607.934,B,1917
791,211,183662.551,B,1918
792,211,183720.334,B,1918
793,211,183776.251,B,1919
794,211,183829.834,B,1920
795,211,183886.917,B,1920
796,211,183942.534,B,1921
797,211,183999.35,B,1921
798,211,184055.534,B,1922
799,111,184057.317,A,1922
800,211,184110.417,B,1923
801,128,184160.684,B,1923
802,211,184168.251,B,1923
803,211,184225.051,B,1924
804,211,184284.884,B,1924
805,211,184340.784,B,1925
806,211,184398.284,B,1926
807,211,184453.501,B,1926
808,211,184514.934,B,1927
809,211,184570.784,B,1927
810,211,184632.134,B,1928
811,211,184685.051,B,1929
812,211,184745.251,B,1929
813,211,184798.45,B,1930
814,211,184862.867,B,1931
815,211,184917.751,B,1931
816,211,184981.767,B,1932
817,211,185035.317,B,1932
818,211,185150.301,B,1934
819,211,185214.334,B,1934
820,211,185267.217,B,1935
821,211,185333.251,B,1936
822,211,185385.151,B,1936
823,211,185449.184,B,1937
824,211,185499.501,B,1937
825,211,185565.534,B,1938
826,211,185617.434,B,1939
827,211,185683.134,B,1939
828,211,185733.167,B,1940
829,211,185799.484,B,1941
830,211,185845.267,B,1941
831,111,186249.6,A,1945
832,118,186281.517,B,1946
833,155,186976.651,B,1953
834,140,187053.617,B,1954
835,111,187266.584,A,1956
836,140,187614.384,B,1960
837,140,187624.067,B,1960
838,140,187725.417,B,1961
839,111,189469.017,A,1979
840,111,190457.784,A,1990
841,129,190816.484,B,1994
842,123,190816.984,B,1994
843,152,190854.617,B,1994
844,155,190858.567,B,1994
845,1015,191623.367,A,2002
846,1016,191669.534,A,2003
847,111,192709.867,A,2014
848,152,193223.617,B,2019
849,111,193650.134,A,2024
850,112,194425.134,B,2032
851,118,194452.501,B,2032
852,128,194456.401,B,2032
853,157,195069.817,B,2039
854,111,195818.751,A,2046
855,111,195842.534,A,2047
856,111,195880.467,A,2047
857,127,196150.7,A,2050
858,207,196150.7,A,2050
859,127,196169.567,A,2050
860,207,196169.584,A,2050
861,128,196349.417,B,2052
862,209,196352.151,B,2052
863,209,196362.784,B,2052
864,209,196429.001,B,2053
865,209,196431.551,B,2053
866,209,196619.567,B,2055
867,209,196620.934,B,2055
868,209,196647.801,B,2055
869,209,196650.417,B,2055
870,209,196685.034,B,2056
871,209,196688.684,B,2056
872,111,196899.484,A,2058
873,111,196905.084,A,2058
874,111,196909.984,A,2058
875,101,197804.6,B,2067
876,102,197804.6,B,2067
877,151,197817.534,B,2068
878,149,197822.034,B,2068
879,128,197833.134,B,2068
880,150,198429.667,B,2074
881,156,198459.467,A,2074
882,1017,198523.35,A,2075
883,111,198989.167,A,2080
884,1018,199219.134,A,2082
885,156,199224.734,A,2083
886,149,199390.467,B,2084
887,150,199395.817,B,2084
888,111,199928.301,A,2090
889,111,200145.251,A,2092
890,111,200150.934,A,2092
891,149,200238.984,B,2093
892,120,200255.184,B,2093
893,140,200260.784,B,2093
894,211,200609.334,B,2097
895,211,200790.584,B,2099
896,211,200792.384,B,2099
897,111,200915.834,A,2100
898,111,200924.001,A,2101
899,211,201090.367,B,2102
900,111,201174.967,A,2103
901,111,201192.784,A,2103
902,211,201204.684,B,2104
903,211,201206.417,B,2104
904,211,201217.434,B,2104
905,211,201234.584,B,2104
906,211,201236.1,B,2104
907,211,201247.434,B,2104
908,211,201249.6,B,2104
909,211,201250.334,B,2104
910,211,201259.434,B,2104
911,211,201279.6,B,2104
912,211,201281.134,B,2104
913,211,201289.45,B,2104
914,211,201294.6,B,2105
915,211,201295.751,B,2105
916,211,201298.45,B,2105
917,211,201324.617,B,2105
918,211,201326.217,B,2105
919,211,201328.45,B,2105
920,211,201343.467,B,2105
921,211,201387.067,B,2106
922,211,201440.45,B,2106
923,211,201494.35,B,2107
924,211,201552.134,B,2107
925,211,201602.167,B,2108
926,111,201637.084,A,2108
927,211,201662.284,B,2108
928,211,201711.584,B,2109
929,211,201757.734,B,2109
930,211,201806.034,B,2110
931,111,201813.317,A,2110
932,111,201827.051,A,2110
933,111,201828.051,A,2110
934,111,201844.417,A,2110
935,211,201867.467,B,2111
936,111,201868.6,A,2111
937,111,201871.517,A,2111
938,211,201943.301,B,2111
939,156,201990.45,A,2112
940,211,202022.7,B,2112
941,156,202042.067,A,2112
942,211,202067.767,B,2113
943,211,202138.667,B,2113
944,211,202266.417,B,2115
945,1027,202329.401,B,2116
946,211,202400.617,B,2116
947,211,202441.517,B,2117
948,211,202530.401,B,2118
949,140,202563.551,B,2118
950,140,202573.234,B,2118
951,211,202591.401,B,2118
952,211,202665.651,B,2119
953,140,202674.717,B,2119
954,211,202746.95,B,2120
955,1028,202855.267,B,2121
956,111,202903.284,A,2122
957,111,202907.6,A,2122
958,111,203601.584,A,2129
959,128,203628.634,B,2129
960,111,203758.484,A,2131
961,111,203763.2,A,2131
962,209,203794.234,B,2131
963,209,203815.434,B,2131
964,140,203846.417,B,2132
965,211,203919.234,B,2132
966,128,204222.634,B,2136
967,1029,204340.184,B,2137
968,1019,204724.901,A,2141
969,1020,204736.6,A,2141
970,140,204823.267,B,2142
971,140,204833.001,B,2142
972,140,204934.567,B,2143
973,111,205464.517,A,2149
974,149,205587.617,B,2150
975,156,205589.501,A,2150
976,1021,205594.051,A,2150
977,1030,205670.117,B,2151
978,1022,205704.867,A,2151
979,156,205712.051,A,2151
980,149,205757.384,B,2152
981,1031,205805.301,B,2152
982,1032,205816.684,B,2153
983,152,205829.567,B,2153
984,147,205860.717,A,2153
985,207,205860.717,A,2153
986,204,205863.051,B,2153
987,152,205967.184,B,2154
988,1033,205976.217,B,2154
989,1034,206091.234,B,2156
990,156,206201.284,A,2157
991,156,206334.067,A,2158
992,1035,206373.001,B,2158
993,1036,206466.584,B,2159
994,150,206496.251,B,2160
995,1037,206601.434,B,2161
996,111,206621.434,A,2161
997,150,206906.501,B,2164
998,149,206985.917,B,2165
999,156,206987.1,A,2165
1000,128,207144.534,B,2167
1001,156,207173.95,A,2167
1002,151,207192.867,B,2167
1003,1023,207474.501,A,2170
1004,1024,207515.301,A,2171
1005,149,207817.167,B,2174
1006,149,207864.417,B,2174
1007,156,207902.567,A,2175
1008,156,207922.934,A,2175
1009,155,207990.684,B,2176
1010,1025,208377.667,A,2180
1011,111,208695.184,A,2183
1012,1026,208868.784,A,2185
1013,1038,208997.584,B,2186
1014,152,209017.084,B,2187
1015,155,209018.551,B,2187
1016,155,209029.051,B,2187
1017,157,209031.017,B,2187
1018,151,209042.467,B,2187
1019,149,209046.534,B,2187
1020,155,209165.084,B,2188
1021,155,209182.401,B,2188
1022,156,209207.751,A,2189
