117	Dno=123 datetime=   33341.717 P=B F=[343, -1]
118	Dno=159 datetime=   33351.784 P=B F=[343, -1]
119	Dno=152 datetime=   33362.384 P=B F=[343, -1]
120	Dno=155 datetime=    33410.85 P=B F=[344, -1]
121	Dno=157 datetime=   33411.217 P=B F=[344, -1]
122	Dno=149 datetime=   33435.367 P=B F=[344, -1]
123	Dno=156 datetime=   33438.034 P=A F=[344, -1]
124	Dno=156 datetime=    33479.45 P=A F=[344, -1]
125	Dno=140 datetime=   33486.284 P=B F=[344, -1]
126	Dno=152 datetime=   33913.884 P=B F=[349, -1]
127	Dno=159 datetime=   33924.901 P=B F=[349, -1]
128	Dno=159 datetime=    33934.35 P=B F=[349, -1]
129	Dno=112 datetime=   33958.617 P=B F=[349, -1]
130	Dno=111 datetime=   34049.667 P=A F=[350, -1]
131	Dno=159 datetime=   34054.084 P=B F=[350, -1]
132	Dno=135 datetime=   34086.734 P=B F=[351, -1]
133	Dno=135 datetime=   34125.617 P=B F=[351, -1]
134	Dno=159 datetime=   34155.167 P=B F=[351, -1]
135	Dno=152 datetime=   34172.001 P=B F=[351, -1]
136	Dno=204 datetime=   34487.051 P=B F=[355, -1]
137	Dno=111 datetime=   34976.051 P=A F=[360, -1]
138	Dno=204 datetime=   35178.417 P=B F=[362, -1]
139	Dno=204 datetime=   36237.334 P=B F=[373, -1]
140	Dno=155 datetime=   36344.267 P=B F=[374, -1]
141	Dno=111 datetime=   36369.551 P=A F=[374, -1]
142	Dno=111 datetime=   36375.017 P=A F=[374, -1]
143	Dno=128 datetime=   36431.984 P=B F=[375, -1]
144	Dno=158 datetime=   36526.151 P=A F=[376, -1]
145	Dno=159 datetime=     37084.1 P=B F=[381, -1]
146	Dno=123 datetime=     37089.6 P=B F=[382, -1]
147	Dno=129 datetime=   37099.734 P=B F=[382, -1]
148	Dno=111 datetime=   37463.051 P=A F=[385, -1]
149	Dno=111 datetime=   38398.334 P=A F=[395, -1]
150	Dno=128 datetime=   38470.417 P=B F=[396, -1]
151	Dno=128 datetime=    38475.95 P=B F=[396, -1]
152	Dno=128 datetime=     38479.6 P=B F=[396, -1]
153	Dno=156 datetime=   38493.767 P=A F=[396, -1]
154	Dno=158 datetime=   38509.984 P=A F=[396, -1]
155	Dno=140 datetime=   39088.117 P=B F=[402, -1]
156	Dno=140 datetime=   39097.934 P=B F=[402, -1]
157	Dno=140 datetime=   39199.384 P=B F=[403, -1]
158	Dno=156 datetime=   39619.117 P=A F=[408, -1]
159	Dno=140 datetime=   39630.401 P=B F=[408, -1]
160	Dno=140 datetime=   40367.251 P=B F=[416, -1]
161	Dno=140 datetime=   40377.051 P=B F=[416, -1]
162	Dno=209 datetime=   40434.417 P=B F=[416, -1]
163	Dno=209 datetime=    40451.35 P=B F=[416, -1]
164	Dno=140 datetime=   40478.767 P=B F=[417, -1]
165	Dno=155 datetime=   40574.867 P=B F=[418, -1]
166	Dno=118 datetime=   40591.117 P=B F=[418, -1]
167	Dno=140 datetime=   40602.034 P=B F=[418, -1]
168	Dno=102 datetime=    40730.35 P=B F=[419, -1]
169	Dno=101 datetime=   40730.367 P=B F=[419, -1]
170	Dno=111 datetime=    41063.45 P=A F=[423, -1]
171	Dno=111 datetime=     41984.2 P=A F=[432, -1]
172	Dno=111 datetime=   44703.151 P=A F=[461, -1]
173	Dno=111 datetime=   45583.367 P=A F=[470, -1]
174	Dno=101 datetime=   47836.484 P=B F=[493, -1]
175	Dno=102 datetime=   47836.501 P=B F=[493, -1]
176	Dno=129 datetime=   47867.651 P=B F=[493, -1]
177	Dno=123 datetime=   47868.217 P=B F=[493, -1]
178	Dno=159 datetime=   47918.167 P=B F=[494, -1]
179	Dno=152 datetime=   47936.901 P=B F=[494, -1]
180	Dno=102 datetime=   47961.801 P=B F=[494, -1]
181	Dno=101 datetime=   47961.817 P=B F=[494, -1]
182	Dno=111 datetime=   48324.534 P=A F=[498, -1]
183	Dno=111 datetime=   49205.584 P=A F=[507, -1]
184	Dno=101 datetime=   50502.967 P=B F=[521, -1]
185	Dno=102 datetime=   50502.984 P=B F=[521, -1]
186	Dno=155 datetime=   50518.767 P=B F=[521, -1]
187	Dno=111 datetime=   50524.784 P=A F=[521, -1]
188	Dno=111 datetime=   50528.834 P=A F=[521, -1]
189	Dno=111 datetime=   50545.317 P=A F=[521, -1]
190	Dno=111 datetime=   50547.834 P=A F=[521, -1]
191	Dno=155 datetime=   50577.084 P=B F=[521, -1]
192	Dno=157 datetime=   50578.484 P=B F=[521, -1]
193	Dno=157 datetime=   50589.517 P=B F=[521, -1]
194	Dno=102 datetime=   50620.584 P=B F=[522, -1]
195	Dno=101 datetime=     50620.6 P=B F=[522, -1]
196	Dno=204 datetime=   50922.134 P=B F=[525, -1]
197	Dno=111 datetime=   51837.434 P=A F=[534, -1]
198	Dno=111 datetime=   52723.401 P=A F=[543, 544]
199	Dno=131 datetime=   53871.051 P=B F=[555, -1]
200	Dno=131 datetime=   53878.751 P=B F=[555, -1]
201	Dno=131 datetime=   53879.284 P=B F=[555, -1]
202	Dno=131 datetime=   53880.634 P=B F=[555, -1]
203	Dno=131 datetime=    53882.35 P=B F=[555, -1]
204	Dno=131 datetime=   53885.684 P=B F=[556, -1]
205	Dno=131 datetime=   53887.334 P=B F=[556, -1]
206	Dno=131 datetime=   53890.634 P=B F=[556, -1]
207	Dno=131 datetime=   53892.017 P=B F=[556, -1]
208	Dno=131 datetime=   53894.651 P=B F=[556, -1]
209	Dno=131 datetime=   53896.617 P=B F=[556, -1]
210	Dno=131 datetime=   53899.717 P=B F=[556, -1]
211	Dno=131 datetime=    53901.45 P=B F=[556, -1]
212	Dno=131 datetime=   53903.651 P=B F=[556, -1]
213	Dno=131 datetime=   53905.884 P=B F=[556, -1]
214	Dno=131 datetime=   53908.584 P=B F=[556, -1]
215	Dno=131 datetime=   53910.501 P=B F=[556, -1]
216	Dno=131 datetime=   53912.417 P=B F=[556, -1]
217	Dno=131 datetime=   53914.784 P=B F=[556, -1]
218	Dno=131 datetime=   53917.217 P=B F=[556, -1]
219	Dno=131 datetime=   53919.251 P=B F=[556, -1]
220	Dno=131 datetime=   53921.051 P=B F=[556, -1]
221	Dno=131 datetime=   53923.667 P=B F=[556, -1]
222	Dno=131 datetime=   53926.067 P=B F=[556, -1]
223	Dno=131 datetime=   53928.167 P=B F=[556, -1]
224	Dno=131 datetime=   53929.867 P=B F=[556, -1]
225	Dno=131 datetime=   53932.584 P=B F=[556, -1]
226	Dno=131 datetime=   53934.901 P=B F=[556, -1]
227	Dno=131 datetime=   53937.067 P=B F=[556, -1]
228	Dno=131 datetime=   53938.734 P=B F=[556, -1]
229	Dno=131 datetime=   53941.617 P=B F=[556, -1]
230	Dno=131 datetime=    53943.85 P=B F=[556, -1]
231	Dno=131 datetime=     53946.1 P=B F=[556, -1]
232	Dno=131 datetime=     53947.7 P=B F=[556, -1]
233	Dno=131 datetime=   53950.634 P=B F=[556, -1]
234	Dno=131 datetime=   53952.801 P=B F=[556, -1]
235	Dno=131 datetime=   53955.134 P=B F=[556, -1]
236	Dno=131 datetime=   53956.684 P=B F=[556, -1]
237	Dno=131 datetime=     53959.7 P=B F=[556, -1]
238	Dno=131 datetime=   53960.184 P=B F=[556, -1]
239	Dno=131 datetime=   54011.784 P=B F=[557, -1]
240	Dno=131 datetime=   54014.151 P=B F=[557, -1]
241	Dno=131 datetime=   54050.984 P=B F=[557, -1]
242	Dno=131 datetime=   54053.367 P=B F=[557, -1]
243	Dno=102 datetime=   54078.867 P=B F=[558, -1]
244	Dno=101 datetime=   54078.884 P=B F=[558, -1]
245	Dno=131 datetime=   54088.051 P=B F=[558, -1]
246	Dno=131 datetime=   54090.417 P=B F=[558, -1]
247	Dno=157 datetime=   54092.134 P=B F=[558, -1]
248	Dno=131 datetime=   54124.884 P=B F=[558, -1]
249	Dno=131 datetime=   54127.217 P=B F=[558, -1]
250	Dno=131 datetime=   54161.917 P=B F=[558, -1]
251	Dno=131 datetime=   54164.284 P=B F=[558, -1]
252	Dno=131 datetime=   54199.134 P=B F=[559, -1]
253	Dno=131 datetime=   54201.467 P=B F=[559, -1]
254	Dno=131 datetime=   54236.284 P=B F=[559, -1]
255	Dno=131 datetime=   54238.617 P=B F=[559, -1]
256	Dno=140 datetime=   54608.684 P=B F=[563, -1]
257	Dno=140 datetime=   54618.467 P=B F=[563, -1]
258	Dno=140 datetime=   54720.217 P=B F=[564, -1]
259	Dno=157 datetime=   54769.534 P=B F=[565, -1]
260	Dno=157 datetime=   54997.651 P=B F=[567, -1]
261	Dno=155 datetime=   55230.467 P=B F=[569, -1]
262	Dno=111 datetime=   55451.417 P=A F=[572, -1]
263	Dno=156 datetime=   55682.817 P=A F=[574, -1]
264	Dno=156 datetime=   55814.217 P=A F=[575, -1]
265	Dno=140 datetime=     55838.2 P=B F=[576, -1]
266	Dno=111 datetime=   56316.634 P=A F=[581, -1]
267	Dno=155 datetime=   56414.384 P=B F=[582, -1]
268	Dno=157 datetime=   56430.617 P=B F=[582, -1]
269	Dno=101 datetime=   56483.751 P=B F=[582, -1]
270	Dno=102 datetime=   56483.751 P=B F=[582, -1]
271	Dno=111 datetime=   59065.084 P=A F=[609, -1]
272	Dno=111 datetime=   59946.684 P=A F=[618, -1]
273	Dno=131 datetime=   61763.134 P=B F=[637, -1]
274	Dno=131 datetime=   61770.734 P=B F=[637, -1]
275	Dno=131 datetime=   61771.217 P=B F=[637, -1]
276	Dno=131 datetime=   61772.584 P=B F=[637, -1]
277	Dno=131 datetime=   61774.301 P=B F=[637, -1]
278	Dno=131 datetime=   61777.551 P=B F=[637, -1]
279	Dno=131 datetime=   61779.251 P=B F=[637, -1]
280	Dno=131 datetime=   61782.501 P=B F=[637, -1]
281	Dno=131 datetime=    61783.85 P=B F=[637, -1]
282	Dno=131 datetime=   61786.251 P=B F=[637, -1]
283	Dno=131 datetime=   61788.151 P=B F=[637, -1]
284	Dno=131 datetime=   61790.967 P=B F=[637, -1]
285	Dno=131 datetime=   61792.584 P=B F=[637, -1]
286	Dno=131 datetime=   61794.817 P=B F=[637, -1]
287	Dno=131 datetime=   61797.134 P=B F=[637, -1]
288	Dno=131 datetime=     61799.7 P=B F=[637, -1]
289	Dno=131 datetime=    61801.45 P=B F=[637, -1]
290	Dno=131 datetime=   61803.501 P=B F=[637, -1]
291	Dno=131 datetime=   61806.084 P=B F=[637, -1]
292	Dno=131 datetime=   61808.567 P=B F=[637, -1]
293	Dno=131 datetime=   61810.501 P=B F=[637, -1]
294	Dno=131 datetime=   61812.417 P=B F=[637, -1]
295	Dno=131 datetime=   61815.167 P=B F=[637, 638]
296	Dno=131 datetime=   61817.517 P=B F=[638, -1]
297	Dno=131 datetime=     61819.6 P=B F=[638, -1]
298	Dno=131 datetime=   61821.367 P=B F=[638, -1]
299	Dno=131 datetime=   61824.234 P=B F=[638, -1]
300	Dno=131 datetime=   61826.467 P=B F=[638, -1]
301	Dno=131 datetime=     61828.7 P=B F=[638, -1]
302	Dno=131 datetime=   61830.384 P=B F=[638, -1]
303	Dno=131 datetime=    61833.35 P=B F=[638, -1]
304	Dno=131 datetime=   61835.517 P=B F=[638, -1]
305	Dno=131 datetime=   61837.767 P=B F=[638, -1]
306	Dno=131 datetime=    61839.35 P=B F=[638, -1]
307	Dno=131 datetime=   61842.301 P=B F=[638, -1]
308	Dno=131 datetime=   61842.817 P=B F=[638, -1]
309	Dno=131 datetime=   61892.617 P=B F=[638, -1]
310	Dno=131 datetime=   61895.034 P=B F=[638, -1]
311	Dno=131 datetime=   61931.901 P=B F=[639, -1]
312	Dno=131 datetime=   61934.284 P=B F=[639, -1]
313	Dno=131 datetime=   61969.167 P=B F=[639, -1]
314	Dno=131 datetime=   61971.534 P=B F=[639, -1]
315	Dno=131 datetime=   62006.251 P=B F=[639, -1]
316	Dno=131 datetime=   62008.634 P=B F=[639, 640]
317	Dno=131 datetime=   62043.667 P=B F=[640, -1]
318	Dno=131 datetime=   62046.034 P=B F=[640, -1]
319	Dno=131 datetime=   62081.301 P=B F=[640, -1]
320	Dno=131 datetime=   62083.684 P=B F=[640, -1]
321	Dno=131 datetime=   62119.317 P=B F=[641, -1]
322	Dno=131 datetime=   62121.684 P=B F=[641, -1]
323	Dno=111 datetime=   62685.367 P=A F=[646, 647]
324	Dno=204 datetime=     62776.2 P=B F=[647, -1]
325	Dno=156 datetime=   63351.967 P=A F=[653, -1]
326	Dno=156 datetime=   63398.617 P=A F=[654, -1]
327	Dno=140 datetime=   63439.634 P=B F=[654, -1]
328	Dno=140 datetime=   63449.384 P=B F=[654, -1]
329	Dno=149 datetime=   63464.234 P=B F=[655, -1]
330	Dno=140 datetime=   63551.234 P=B F=[655, -1]
331	Dno=111 datetime=   63558.367 P=A F=[656, -1]
332	Dno=204 datetime=     65120.1 P=B F=[672, -1]
333	Dno=111 datetime=   66319.034 P=A F=[684, -1]
334	Dno=111 datetime=   67189.534 P=A F=[693, -1]
335	Dno=111 datetime=   69953.417 P=A F=[722, -1]
336	Dno=156 datetime=   70284.817 P=A F=[725, -1]
337	Dno=156 datetime=   70382.884 P=A F=[726, -1]
338	Dno=149 datetime=   70385.934 P=B F=[726, -1]
339	Dno=118 datetime=   70409.117 P=B F=[726, -1]
340	Dno=128 datetime=   70409.551 P=B F=[726, -1]
341	Dno=111 datetime=   70822.184 P=A F=[731, -1]
342	Dno=127 datetime=   71824.034 P=A F=[741, -1]
343	Dno=207 datetime=   71824.034 P=A F=[741, -1]
344	Dno=207 datetime=   71842.801 P=A F=[741, -1]
345	Dno=127 datetime=   71842.817 P=A F=[741, -1]
346	Dno=111 datetime=   73612.434 P=A F=[759, -1]
347	Dno=111 datetime=   74484.251 P=A F=[768, -1]
348	Dno=155 datetime=   74695.967 P=B F=[771, -1]
349	Dno=108 datetime=   74720.134 P=A F=[771, -1]
350	Dno=108 datetime=     74860.2 P=A F=[772, -1]
351	Dno=128 datetime=   74974.117 P=B F=[774, -1]
352	Dno=156 datetime=   75432.001 P=A F=[778, -1]
353	Dno=128 datetime=     75508.6 P=B F=[779, -1]
354	Dno=150 datetime=   75533.584 P=B F=[779, -1]
355	Dno=1001 datetime=   75637.034 P=A F=[780, -1]
356	Dno=1002 datetime=   76311.467 P=A F=[787, -1]
357	Dno=132 datetime=   76555.367 P=A F=[790, -1]
358	Dno=132 datetime=   76701.551 P=A F=[791, -1]
359	Dno=1003 datetime=   76720.217 P=A F=[792, -1]
360	Dno=1004 datetime=   76739.567 P=A F=[792, -1]
361	Dno=156 datetime=   76739.784 P=A F=[792, -1]
362	Dno=150 datetime=   76807.384 P=B F=[793, -1]
363	Dno=149 datetime=   76871.167 P=B F=[793, -1]
364	Dno=111 datetime=   77035.684 P=A F=[795, -1]
365	Dno=111 datetime=    77041.85 P=A F=[795, -1]
366	Dno=111 datetime=   77144.217 P=A F=[796, -1]
367	Dno=111 datetime=   77155.734 P=A F=[796, -1]
368	Dno=111 datetime=   77157.901 P=A F=[796, -1]
369	Dno=155 datetime=   77216.734 P=B F=[797, -1]
370	Dno=120 datetime=   77857.501 P=B F=[803, -1]
371	Dno=120 datetime=   77887.167 P=B F=[804, -1]
372	Dno=111 datetime=   78137.934 P=A F=[806, -1]
373	Dno=128 datetime=   78338.967 P=B F=[808, -1]
374	Dno=204 datetime=   79466.017 P=B F=[820, -1]
375	Dno=120 datetime=   79881.067 P=B F=[824, -1]
376	Dno=140 datetime=     79884.1 P=B F=[824, -1]
377	Dno=112 datetime=   79975.134 P=B F=[825, -1]
378	Dno=156 datetime=   80371.417 P=A F=[829, -1]
379	Dno=111 datetime=   80927.417 P=A F=[835, -1]
380	Dno=140 datetime=   81156.317 P=B F=[837, -1]
381	Dno=140 datetime=   81165.884 P=B F=[838, -1]
382	Dno=156 datetime=   81233.567 P=A F=[838, -1]
383	Dno=140 datetime=   81267.567 P=B F=[839, -1]
384	Dno=140 datetime=   81343.384 P=B F=[839, -1]
385	Dno=120 datetime=   81469.734 P=B F=[841, -1]
386	Dno=140 datetime=   81469.751 P=B F=[841, -1]
387	Dno=140 datetime=   81478.167 P=B F=[841, -1]
388	Dno=112 datetime=   81561.034 P=B F=[842, -1]
389	Dno=140 datetime=   81579.617 P=B F=[842, -1]
390	Dno=103 datetime=   81601.167 P=B F=[842, -1]
391	Dno=103 datetime=   81614.051 P=B F=[842, -1]
392	Dno=103 datetime=   81670.867 P=B F=[843, -1]
393	Dno=103 datetime=   81683.334 P=B F=[843, -1]
394	Dno=111 datetime=   81826.617 P=A F=[844, -1]
395	Dno=103 datetime=    81951.95 P=B F=[846, -1]
396	Dno=118 datetime=   82322.017 P=B F=[849, 850]
397	Dno=111 datetime=   84632.934 P=A F=[873, -1]
398	Dno=111 datetime=   85517.001 P=A F=[882, -1]
399	Dno=111 datetime=     88403.6 P=A F=[912, -1]
400	Dno=111 datetime=    89289.35 P=A F=[921, -1]
401	Dno=111 datetime=   92125.084 P=A F=[951, -1]
402	Dno=111 datetime=   93001.251 P=A F=[960, -1]
403	Dno=111 datetime=   95872.484 P=A F=[989, -1]
404	Dno=111 datetime=   96731.967 P=A F=[998, -1]
405	Dno=111 datetime=   99622.901 P=A F=[1028, -1]
406	Dno=111 datetime=  100483.084 P=A F=[1037, -1]
407	Dno=204 datetime=  101520.367 P=B F=[1048, -1]
408	Dno=111 datetime=    103390.2 P=A F=[1068, -1]
409	Dno=111 datetime=  104225.817 P=A F=[1077, -1]
410	Dno=118 datetime=  105589.934 P=B F=[1091, -1]
411	Dno=149 datetime=  105589.934 P=B F=[1091, -1]
412	Dno=128 datetime=  105596.467 P=B F=[1091, -1]
413	Dno=149 datetime=  107038.184 P=B F=[1106, -1]
414	Dno=156 datetime=  107064.517 P=A F=[1107, -1]
415	Dno=156 datetime=  107127.584 P=A F=[1107, -1]
416	Dno=111 datetime=  107137.834 P=A F=[1108, -1]
417	Dno=155 datetime=    107167.7 P=B F=[1108, -1]
418	Dno=111 datetime=  107175.834 P=A F=[1108, -1]
419	Dno=111 datetime=  107180.034 P=A F=[1108, -1]
420	Dno=152 datetime=  107184.667 P=B F=[1108, -1]
421	Dno=1005 datetime=  107195.834 P=B F=[1108, -1]
422	Dno=123 datetime=  107225.984 P=B F=[1108, -1]
423	Dno=129 datetime=    107236.1 P=B F=[1109, -1]
424	Dno=111 datetime=  108009.551 P=A F=[1117, -1]
425	Dno=128 datetime=  108532.917 P=B F=[1122, -1]
426	Dno=118 datetime=    110660.2 P=B F=[1145, -1]
427	Dno=111 datetime=  110833.784 P=A F=[1147, -1]
428	Dno=111 datetime=  111708.917 P=A F=[1156, -1]
429	Dno=129 datetime=  113659.534 P=B F=[1177, -1]
430	Dno=123 datetime=  113660.067 P=B F=[1177, -1]
431	Dno=1006 datetime=    113676.6 P=B F=[1177, -1]
432	Dno=152 datetime=  113689.017 P=B F=[1177, -1]
433	Dno=157 datetime=  113693.017 P=B F=[1177, -1]
434	Dno=151 datetime=  113712.967 P=B F=[1178, -1]
435	Dno=149 datetime=  113718.484 P=B F=[1178, -1]
436	Dno=128 datetime=  113732.401 P=B F=[1178, -1]
437	Dno=118 datetime=  113732.417 P=B F=[1178, -1]
438	Dno=111 datetime=  114508.517 P=A F=[1186, -1]
439	Dno=111 datetime=  115398.034 P=A F=[1195, -1]
440	Dno=149 datetime=  115677.884 P=B F=[1198, -1]
441	Dno=156 datetime=  115679.817 P=A F=[1198, -1]
442	Dno=156 datetime=  115808.934 P=A F=[1200, -1]
443	Dno=101 datetime=  115821.767 P=B F=[1200, -1]
444	Dno=102 datetime=  115821.767 P=B F=[1200, -1]
445	Dno=209 datetime=  116060.017 P=B F=[1202, -1]
446	Dno=209 datetime=  116061.417 P=B F=[1202, -1]
447	Dno=128 datetime=    117092.7 P=B F=[1213, -1]
448	Dno=111 datetime=   118008.95 P=A F=[1223, -1]
449	Dno=111 datetime=  118015.017 P=A F=[1223, -1]
450	Dno=111 datetime=  118042.617 P=A F=[1223, -1]
451	Dno=111 datetime=  118047.034 P=A F=[1223, -1]
452	Dno=111 datetime=  118072.234 P=A F=[1224, -1]
453	Dno=111 datetime=  118112.967 P=A F=[1224, -1]
454	Dno=111 datetime=  118116.417 P=A F=[1224, -1]
455	Dno=111 datetime=  118169.617 P=A F=[1225, -1]
456	Dno=111 datetime=  118174.367 P=A F=[1225, -1]
457	Dno=152 datetime=  118238.917 P=B F=[1225, -1]
458	Dno=159 datetime=  118250.534 P=B F=[1226, -1]
459	Dno=111 datetime=  118275.534 P=A F=[1226, -1]
460	Dno=111 datetime=  118278.467 P=A F=[1226, -1]
461	Dno=123 datetime=  118302.651 P=B F=[1226, -1]
462	Dno=129 datetime=  118312.784 P=B F=[1226, -1]
463	Dno=118 datetime=  119210.467 P=B F=[1236, -1]
