,device,time,phase,file
650,211,173690.35,B,0
651,211,173759.284,B,0
652,211,173821.667,B,0
653,111,173863.367,A,0
654,211,173886.984,B,0
655,211,173964.751,B,0
656,211,174036.6,B,0
657,211,174093.384,B,0
658,211,174160.117,B,0
659,111,174162.717,A,0
660,211,174219.2,B,0
661,211,174268.901,B,0
662,211,174337.817,B,0
663,152,174358.567,B,0
664,210,174394.901,B,0
665,210,174408.301,B,0
666,211,174417.534,B,0
667,211,174475.034,B,0
668,211,174541.634,B,0
669,210,174572.084,B,0
670,210,174576.067,B,0
671,211,174600.434,B,0
672,210,174612.584,B,0
673,210,174633.1,B,0
674,210,174635.151,B,0
675,211,174669.084,B,0
676,210,174696.184,B,0
677,210,174713.067,B,0
678,103,174725.434,B,0
679,207,174725.434,A,0
680,211,174731.067,B,0
681,210,174755.317,B,0
682,211,174800.984,B,0
683,140,174818.767,B,0
684,140,174828.534,B,0
685,211,174860.801,B,0
686,211,174927.117,B,0
687,140,174930.6,B,0
688,211,174988.2,B,0
689,211,175057.834,B,0
690,211,175118.484,B,0
691,210,175175.1,B,0
692,211,175185.801,B,0
693,211,175244.6,B,0
694,211,175311.95,B,0
695,210,175352.334,B,0
696,210,175356.2,B,0
697,211,175371.067,B,0
698,210,175395.884,B,0
699,211,175438.367,B,0
700,210,175472.434,B,0
701,211,175498.517,B,0
702,210,175535.217,B,0
703,103,175537.117,B,0
704,207,175537.117,A,0
705,210,175555.217,B,0
706,211,175570.717,B,0
707,1011,175575.384,A,0
708,1012,175615.234,A,0
709,211,175629.517,B,0
710,211,175639.634,B,0
711,211,175661.817,B,0
712,128,175673.784,B,0
713,211,175695.834,B,0
714,204,175710.217,B,0
715,210,175712.35,B,0
716,210,175716.384,B,0
717,210,175751.801,B,0
718,210,175772.467,B,0
719,211,175820.617,B,0
720,210,175835.301,B,0
721,210,175852.984,B,0
722,210,175895.7,B,0
723,211,175942.151,B,0
724,210,175956.401,B,0
725,211,175992.134,B,0
726,211,176066.901,B,0
727,210,176072.6,B,0
728,210,176076.217,B,0
729,210,176112.934,B,0
730,211,176122.1,B,0
731,211,176140.684,B,0
732,1013,176160.534,A,0
733,211,176181.901,B,0
734,210,176194.084,B,0
735,210,176196.234,B,0
736,156,176243.317,A,0
737,1014,176248.401,A,0
738,210,176268.6,B,0
739,211,176269.767,B,0
740,211,176324.284,B,0
741,211,176400.417,B,0
742,211,176456.301,B,0
743,211,176532.751,B,0
744,128,176536.967,B,0
745,211,176590.901,B,0
746,211,176661.134,B,0
747,211,176715.317,B,0
748,140,176736.217,B,0
749,140,176745.85,B,0
750,211,176787.251,B,0
751,211,176843.134,B,0
752,140,176847.501,B,0
753,156,176905.334,A,0
754,211,176914.984,B,0
755,211,176969.234,B,0
756,140,177003.934,B,0
757,211,177040.051,B,0
758,211,177094.917,B,0
759,150,177111.501,B,0
760,211,177168.117,B,0
761,211,177224.7,B,0
762,150,177240.867,B,0
763,211,177298.501,B,0
764,149,177316.301,B,0
765,211,177355.001,B,0
766,112,177413.234,B,0
767,152,177426.284,B,0
768,155,177469.384,B,0
769,111,177721.217,A,0
770,140,177912.117,B,0
771,140,177921.901,B,0
772,140,178023.684,B,0
773,128,178773.917,B,0
774,111,179627.551,A,0
775,111,180877.901,A,0
776,118,180897.067,B,0
777,155,182421.217,B,0
778,211,182428.901,B,0
779,118,182528.45,B,0
780,128,182532.317,B,0
781,211,182728.317,B,0
782,211,182730.667,B,0
783,111,182993.617,A,0
784,211,183433.6,B,0
785,152,183467.617,B,0
786,123,183486.734,B,0
787,129,183496.85,B,0
788,211,183500.117,B,0
789,211,183544.234,B,0
790,211,183607.934,B,0
791,211,183662.551,B,0
792,211,183720.334,B,0
793,211,183776.251,B,0
794,211,183829.834,B,0
795,211,183886.917,B,0
796,211,183942.534,B,0
797,211,183999.35,B,0
798,211,184055.534,B,0
799,111,184057.317,A,0
800,211,184110.417,B,0
801,128,184160.684,B,0
802,211,184168.251,B,0
803,211,184225.051,B,0
804,211,184284.884,B,0
805,211,184340.784,B,0
806,211,184398.284,B,0
807,211,184453.501,B,0
808,211,184514.934,B,0
809,211,184570.784,B,0
810,211,184632.134,B,0
811,211,184685.051,B,0
812,211,184745.251,B,0
813,211,184798.45,B,0
814,211,184862.867,B,0
815,211,184917.751,B,0
816,211,184981.767,B,0
817,211,185035.317,B,0
818,211,185150.301,B,0
819,211,185214.334,B,0
820,211,185267.217,B,0
821,211,185333.251,B,0
822,211,185385.151,B,0
823,211,185449.184,B,0
824,211,185499.501,B,0
825,211,185565.534,B,0
826,211,185617.434,B,0
827,211,185683.134,B,0
828,211,185733.167,B,0
829,211,185799.484,B,0
830,211,185845.267,B,0
831,111,186249.6,A,0
832,118,186281.517,B,0
833,155,186976.651,B,0
834,140,187053.617,B,0
835,111,187266.584,A,0
836,140,187614.384,B,0
837,140,187624.067,B,0
838,140,187725.417,B,0
839,111,189469.017,A,0
840,111,190457.784,A,0
841,129,190816.484,B,0
842,123,190816.984,B,0
843,152,190854.617,B,0
844,155,190858.567,B,0
845,1015,191623.367,A,0
846,1016,191669.534,A,0
847,111,192709.867,A,0
848,152,193223.617,B,0
849,111,193650.134,A,0
850,112,194425.134,B,0
851,118,194452.501,B,0
852,128,194456.401,B,0
853,157,195069.817,B,0
854,111,195818.751,A,0
855,111,195842.534,A,0
856,111,195880.467,A,0
857,127,196150.7,A,0
858,207,196150.7,A,0
859,127,196169.567,A,0
860,207,196169.584,A,0
861,128,196349.417,B,0
862,209,196352.151,B,0
863,209,196362.784,B,0
864,209,196429.001,B,0
865,209,196431.551,B,0
866,209,196619.567,B,0
867,209,196620.934,B,0
868,209,196647.801,B,0
869,209,196650.417,B,0
870,209,196685.034,B,0
871,209,196688.684,B,0
872,111,196899.484,A,0
873,111,196905.084,A,0
874,111,196909.984,A,0
875,101,197804.6,B,0
876,102,197804.6,B,0
877,151,197817.534,B,0
878,149,197822.034,B,0
879,128,197833.134,B,0
880,150,198429.667,B,0
881,156,198459.467,A,0
882,1017,198523.35,A,0
883,111,198989.167,A,0
884,1018,199219.134,A,0
885,156,199224.734,A,0
886,149,199390.467,B,0
887,150,199395.817,B,0
888,111,199928.301,A,0
889,111,200145.251,A,0
890,111,200150.934,A,0
891,149,200238.984,B,0
892,120,200255.184,B,0
893,140,200260.784,B,0
894,211,200609.334,B,0
895,211,200790.584,B,0
896,211,200792.384,B,0
897,111,200915.834,A,0
898,111,200924.001,A,0
899,211,201090.367,B,0
900,111,201174.967,A,0
901,111,201192.784,A,0
902,211,201204.684,B,0
903,211,201206.417,B,0
904,211,201217.434,B,0
905,211,201234.584,B,0
906,211,201236.1,B,0
907,211,201247.434,B,0
908,211,201249.6,B,0
909,211,201250.334,B,0
910,211,201259.434,B,0
911,211,201279.6,B,0
912,211,201281.134,B,0
913,211,201289.45,B,0
914,211,201294.6,B,0
915,211,201295.751,B,0
916,211,201298.45,B,0
917,211,201324.617,B,0
918,211,201326.217,B,0
919,211,201328.45,B,0
920,211,201343.467,B,0
921,211,201387.067,B,0
922,211,201440.45,B,0
923,211,201494.35,B,0
924,211,201552.134,B,0
925,211,201602.167,B,0
926,111,201637.084,A,0
927,211,201662.284,B,0
928,211,201711.584,B,0
929,211,201757.734,B,0
930,211,201806.034,B,0
931,111,201813.317,A,0
932,111,201827.051,A,0
933,111,201828.051,A,0
934,111,201844.417,A,0
935,211,201867.467,B,0
936,111,201868.6,A,0
937,111,201871.517,A,0
938,211,201943.301,B,0
939,156,201990.45,A,0
940,211,202022.7,B,0
941,156,202042.067,A,0
942,211,202067.767,B,0
943,211,202138.667,B,0
944,211,202266.417,B,0
945,1027,202329.401,B,0
946,211,202400.617,B,0
947,211,202441.517,B,0
948,211,202530.401,B,0
949,140,202563.551,B,0
950,140,202573.234,B,0
951,211,202591.401,B,0
952,211,202665.651,B,0
953,140,202674.717,B,0
954,211,202746.95,B,0
955,1028,202855.267,B,0
956,111,202903.284,A,0
957,111,202907.6,A,0
958,111,203601.584,A,0
959,128,203628.634,B,0
960,111,203758.484,A,0
961,111,203763.2,A,0
962,209,203794.234,B,0
963,209,203815.434,B,0
964,140,203846.417,B,0
965,211,203919.234,B,0
966,128,204222.634,B,0
967,1029,204340.184,B,0
968,1019,204724.901,A,0
969,1020,204736.6,A,0
970,140,204823.267,B,0
971,140,204833.001,B,0
972,140,204934.567,B,0
973,111,205464.517,A,0
974,149,205587.617,B,0
975,156,205589.501,A,0
976,1021,205594.051,A,0
977,1030,205670.117,B,0
978,1022,205704.867,A,0
979,156,205712.051,A,0
980,149,205757.384,B,0
981,1031,205805.301,B,0
982,1032,205816.684,B,0
983,152,205829.567,B,0
984,147,205860.717,A,0
985,207,205860.717,A,0
986,204,205863.051,B,0
987,152,205967.184,B,0
988,1033,205976.217,B,0
989,1034,206091.234,B,0
990,156,206201.284,A,0
991,156,206334.067,A,0
992,1035,206373.001,B,0
993,1036,206466.584,B,0
994,150,206496.251,B,0
995,1037,206601.434,B,0
996,111,206621.434,A,0
997,150,206906.501,B,0
998,149,206985.917,B,0
999,156,206987.1,A,0
1000,128,207144.534,B,0
1001,156,207173.95,A,0
1002,151,207192.867,B,0
1003,1023,207474.501,A,0
1004,1024,207515.301,A,0
1005,149,207817.167,B,0
1006,149,207864.417,B,0
1007,156,207902.567,A,0
1008,156,207922.934,A,0
1009,155,207990.684,B,0
1010,1025,208377.667,A,0
1011,111,208695.184,A,0
1012,1026,208868.784,A,0
1013,1038,208997.584,B,0
1014,152,209017.084,B,0
1015,155,209018.551,B,0
1016,155,209029.051,B,0
1017,157,209031.017,B,0
1018,151,209042.467,B,0
1019,149,209046.534,B,0
1020,155,209165.084,B,0
1021,155,209182.401,B,0
1022,156,209207.751,A,0
1023,156,209232.584,A,0
1024,140,209240.917,B,0
1025,204,209627.384,B,0
1026,111,209742.484,A,0
1027,156,210016.501,A,0
1028,156,210040.667,A,0
1029,118,210512.334,B,0
1030,111,211916.517,A,0
1031,111,212884.001,A,0
1032,156,212895.901,A,0
1033,156,212918.667,A,0
1034,155,212954.834,B,0
1035,155,212988.6,B,0
1036,1043,212992.367,B,0
1037,1044,213003.184,B,0
1038,1045,213139.867,B,0
1039,1046,213152.984,B,0
1040,1047,213898.984,B,0
1041,1048,213907.85,B,0
1042,1039,214149.751,A,0
1043,1040,214159.617,A,0
1044,140,214471.417,B,0
1045,140,214481.2,B,0
1046,1049,214546.517,B,0
1047,1041,214558.1,A,0
1048,140,214582.867,B,0
1049,1042,214583.334,A,0
1050,1050,214588.434,B,0
1051,1051,214596.934,B,0
1052,1052,214609.634,B,0
1053,140,214638.667,B,0
1054,111,215153.151,A,0
1055,111,216084.184,A,0
1056,111,218471.7,A,0
1057,111,219358.767,A,0
1058,152,219815.434,B,0
1059,1057,219826.217,B,0
1060,1058,220093.267,B,0
1061,1059,220147.001,B,0
1062,1060,220242.401,B,0
1063,1061,220261.267,B,0
1064,1062,220297.067,B,0
