Timestamp,Label,Phase
10/27/2011 07:58:11.512,128,B
10/27/2011 08:04:45.379,204,B
10/27/2011 08:05:54.379,204,B
10/27/2011 08:07:10.996,156,A
10/27/2011 08:09:20.496,156,A
10/27/2011 08:19:52.079,111,A
10/27/2011 08:32:39.629,204,B
10/27/2011 08:33:52.112,111,A
10/27/2011 08:35:37.912,204,B
10/27/2011 08:35:45.945,150,B
10/27/2011 08:36:25.462,134,B
10/27/2011 08:37:19.496,134,B
10/27/2011 08:38:26.829,134,B
10/27/2011 08:38:36.329,134,B
10/27/2011 08:39:07.029,134,B
10/27/2011 08:39:14.112,134,B
10/27/2011 08:40:14.412,156,A
10/27/2011 08:40:36.795,1123,A
10/27/2011 09:01:52.996,204,B
10/27/2011 09:01:57.362,1124,A
10/27/2011 09:02:08.779,132,A
10/27/2011 09:05:00.162,132,A
10/27/2011 09:05:40.596,204,B
10/27/2011 09:08:37.346,1125,A
10/27/2011 09:08:43.096,156,A
10/27/2011 09:11:39.862,158,A
10/27/2011 09:12:15.512,158,A
10/27/2011 09:14:54.362,111,A
10/27/2011 09:14:58.012,156,A
10/27/2011 09:15:34.012,150,B
10/27/2011 09:16:46.695,149,B
10/27/2011 09:17:49.629,155,B
10/27/2011 09:18:35.962,155,B
10/27/2011 09:28:43.162,111,A
10/27/2011 09:39:24.545,1126,A
10/27/2011 09:41:47.246,1127,A
10/27/2011 09:42:03.795,156,A
10/27/2011 09:42:59.996,158,A
10/27/2011 09:45:42.662,158,A
10/27/2011 09:46:21.246,140,B
10/27/2011 09:46:58.062,140,B
10/27/2011 09:47:05.496,140,B
10/27/2011 09:48:09.312,112,B
10/27/2011 09:48:47.762,140,B
10/27/2011 10:10:01.762,111,A
10/27/2011 10:16:11.362,118,B
10/27/2011 10:23:42.679,111,A
10/27/2011 11:05:09.329,111,A
10/27/2011 11:18:44.212,111,A
10/27/2011 12:00:52.646,111,A
10/27/2011 12:14:23.562,111,A
10/27/2011 12:57:17.079,111,A
10/27/2011 13:10:45.112,111,A
10/27/2011 13:54:08.862,111,A
10/27/2011 14:07:21.612,111,A
