Timestamp,Label,Phase
10/20/2011 20:21:01.624,111,A
10/20/2011 20:21:25.257,111,A
10/20/2011 20:21:28.573,111,A
10/20/2011 20:22:03.190,111,A
10/20/2011 20:22:06.540,111,A
10/20/2011 20:22:15.073,111,A
10/20/2011 20:22:17.707,111,A
10/20/2011 20:24:00.190,152,B
10/20/2011 20:24:14.640,159,B
10/20/2011 20:24:27.674,123,B
10/20/2011 20:24:37.807,129,B
10/20/2011 20:40:48.640,111,A
10/20/2011 21:14:13.807,129,B
10/20/2011 21:14:14.340,123,B
10/20/2011 21:14:24.407,159,B
10/20/2011 21:14:35.007,152,B
10/20/2011 21:15:23.473,155,B
10/20/2011 21:15:23.840,157,B
10/20/2011 21:15:47.990,149,B
10/20/2011 21:15:50.657,156,A
10/20/2011 21:16:32.073,156,A
10/20/2011 21:16:38.907,140,B
10/20/2011 21:23:46.507,152,B
10/20/2011 21:23:57.524,159,B
10/20/2011 21:24:06.973,159,B
10/20/2011 21:24:31.240,112,B
10/20/2011 21:26:02.290,111,A
10/20/2011 21:26:06.707,159,B
10/20/2011 21:26:39.357,135,B
10/20/2011 21:27:18.240,135,B
10/20/2011 21:27:47.790,159,B
10/20/2011 21:28:04.624,152,B
10/20/2011 21:33:19.674,204,B
10/20/2011 21:41:28.674,111,A
10/20/2011 21:44:51.040,204,B
10/20/2011 22:02:29.957,204,B
10/20/2011 22:04:16.890,155,B
10/20/2011 22:04:42.174,111,A
10/20/2011 22:04:47.640,111,A
10/20/2011 22:05:44.607,128,B
10/20/2011 22:07:18.774,158,A
10/20/2011 22:16:36.723,159,B
10/20/2011 22:16:42.223,123,B
10/20/2011 22:16:52.357,129,B
10/20/2011 22:22:55.674,111,A
10/20/2011 22:38:30.957,111,A
10/20/2011 22:39:43.040,128,B
10/20/2011 22:39:48.573,128,B
10/20/2011 22:39:52.223,128,B
10/20/2011 22:40:06.390,156,A
10/20/2011 22:40:22.607,158,A
10/20/2011 22:50:00.740,140,B
10/20/2011 22:50:10.557,140,B
10/20/2011 22:51:52.007,140,B
10/20/2011 22:58:51.740,156,A
10/20/2011 22:59:03.024,140,B
10/20/2011 23:11:19.874,140,B
10/20/2011 23:11:29.674,140,B
10/20/2011 23:12:27.040,209,B
10/20/2011 23:12:43.973,209,B
10/20/2011 23:13:11.390,140,B
10/20/2011 23:14:47.490,155,B
10/20/2011 23:15:03.740,118,B
10/20/2011 23:15:14.657,140,B
10/20/2011 23:17:22.973,102,B
10/20/2011 23:17:22.990,101,B
10/20/2011 23:22:56.073,111,A
10/20/2011 23:38:16.823,111,A
10/21/2011 00:23:35.774,111,A
10/21/2011 00:38:15.990,111,A
10/21/2011 01:15:49.107,101,B
10/21/2011 01:15:49.124,102,B
10/21/2011 01:16:20.274,129,B
10/21/2011 01:16:20.840,123,B
10/21/2011 01:17:10.790,159,B
10/21/2011 01:17:29.524,152,B
10/21/2011 01:17:54.424,102,B
10/21/2011 01:17:54.440,101,B
10/21/2011 01:23:57.157,111,A
10/21/2011 01:38:38.207,111,A
10/21/2011 02:00:15.590,101,B
10/21/2011 02:00:15.607,102,B
10/21/2011 02:00:31.390,155,B
10/21/2011 02:00:37.407,111,A
10/21/2011 02:00:41.457,111,A
10/21/2011 02:00:57.940,111,A
10/21/2011 02:01:00.457,111,A
10/21/2011 02:01:29.707,155,B
10/21/2011 02:01:31.107,157,B
10/21/2011 02:01:42.140,157,B
10/21/2011 02:02:13.207,102,B
10/21/2011 02:02:13.223,101,B
10/21/2011 02:07:14.757,204,B
10/21/2011 02:22:30.057,111,A
10/21/2011 02:37:16.024,111,A
10/21/2011 02:56:23.674,131,B
10/21/2011 02:56:31.374,131,B
10/21/2011 02:56:31.907,131,B
10/21/2011 02:56:33.257,131,B
10/21/2011 02:56:34.973,131,B
10/21/2011 02:56:38.307,131,B
10/21/2011 02:56:39.957,131,B
10/21/2011 02:56:43.257,131,B
10/21/2011 02:56:44.640,131,B
10/21/2011 02:56:47.274,131,B
10/21/2011 02:56:49.240,131,B
10/21/2011 02:56:52.340,131,B
10/21/2011 02:56:54.073,131,B
10/21/2011 02:56:56.274,131,B
10/21/2011 02:56:58.507,131,B
10/21/2011 02:57:01.207,131,B
10/21/2011 02:57:03.124,131,B
10/21/2011 02:57:05.040,131,B
10/21/2011 02:57:07.407,131,B
10/21/2011 02:57:09.840,131,B
10/21/2011 02:57:11.874,131,B
10/21/2011 02:57:13.674,131,B
10/21/2011 02:57:16.290,131,B
10/21/2011 02:57:18.690,131,B
10/21/2011 02:57:20.790,131,B
10/21/2011 02:57:22.490,131,B
10/21/2011 02:57:25.207,131,B
10/21/2011 02:57:27.524,131,B
10/21/2011 02:57:29.690,131,B
10/21/2011 02:57:31.357,131,B
10/21/2011 02:57:34.240,131,B
10/21/2011 02:57:36.473,131,B
10/21/2011 02:57:38.723,131,B
10/21/2011 02:57:40.323,131,B
10/21/2011 02:57:43.257,131,B
10/21/2011 02:57:45.424,131,B
10/21/2011 02:57:47.757,131,B
10/21/2011 02:57:49.307,131,B
10/21/2011 02:57:52.323,131,B
10/21/2011 02:57:52.807,131,B
10/21/2011 02:58:44.407,131,B
10/21/2011 02:58:46.774,131,B
10/21/2011 02:59:23.607,131,B
10/21/2011 02:59:25.990,131,B
10/21/2011 02:59:51.490,102,B
10/21/2011 02:59:51.507,101,B
10/21/2011 03:00:00.674,131,B
10/21/2011 03:00:03.040,131,B
10/21/2011 03:00:04.757,157,B
10/21/2011 03:00:37.507,131,B
10/21/2011 03:00:39.840,131,B
10/21/2011 03:01:14.540,131,B
10/21/2011 03:01:16.907,131,B
10/21/2011 03:01:51.757,131,B
10/21/2011 03:01:54.090,131,B
10/21/2011 03:02:28.907,131,B
10/21/2011 03:02:31.240,131,B
10/21/2011 03:08:41.307,140,B
10/21/2011 03:08:51.090,140,B
10/21/2011 03:10:32.840,140,B
10/21/2011 03:11:22.157,157,B
10/21/2011 03:15:10.274,157,B
10/21/2011 03:19:03.090,155,B
10/21/2011 03:22:44.040,111,A
10/21/2011 03:26:35.440,156,A
10/21/2011 03:28:46.840,156,A
10/21/2011 03:29:10.823,140,B
10/21/2011 03:37:09.257,111,A
10/21/2011 03:38:47.007,155,B
10/21/2011 03:39:03.240,157,B
10/21/2011 03:39:56.374,101,B
10/21/2011 03:39:56.374,102,B
10/21/2011 04:22:57.707,111,A
10/21/2011 04:37:39.307,111,A
10/21/2011 05:07:55.757,131,B
10/21/2011 05:08:03.357,131,B
10/21/2011 05:08:03.840,131,B
10/21/2011 05:08:05.207,131,B
10/21/2011 05:08:06.924,131,B
10/21/2011 05:08:10.174,131,B
10/21/2011 05:08:11.874,131,B
10/21/2011 05:08:15.124,131,B
10/21/2011 05:08:16.473,131,B
10/21/2011 05:08:18.874,131,B
10/21/2011 05:08:20.774,131,B
10/21/2011 05:08:23.590,131,B
10/21/2011 05:08:25.207,131,B
10/21/2011 05:08:27.440,131,B
10/21/2011 05:08:29.757,131,B
10/21/2011 05:08:32.323,131,B
10/21/2011 05:08:34.073,131,B
10/21/2011 05:08:36.124,131,B
10/21/2011 05:08:38.707,131,B
10/21/2011 05:08:41.190,131,B
10/21/2011 05:08:43.124,131,B
10/21/2011 05:08:45.040,131,B
10/21/2011 05:08:47.790,131,B
10/21/2011 05:08:50.140,131,B
10/21/2011 05:08:52.223,131,B
10/21/2011 05:08:53.990,131,B
10/21/2011 05:08:56.857,131,B
10/21/2011 05:08:59.090,131,B
10/21/2011 05:09:01.323,131,B
10/21/2011 05:09:03.007,131,B
10/21/2011 05:09:05.973,131,B
10/21/2011 05:09:08.140,131,B
10/21/2011 05:09:10.390,131,B
10/21/2011 05:09:11.973,131,B
10/21/2011 05:09:14.924,131,B
10/21/2011 05:09:15.440,131,B
10/21/2011 05:10:05.240,131,B
10/21/2011 05:10:07.657,131,B
10/21/2011 05:10:44.524,131,B
10/21/2011 05:10:46.907,131,B
10/21/2011 05:11:21.790,131,B
10/21/2011 05:11:24.157,131,B
10/21/2011 05:11:58.874,131,B
10/21/2011 05:12:01.257,131,B
10/21/2011 05:12:36.290,131,B
10/21/2011 05:12:38.657,131,B
10/21/2011 05:13:13.924,131,B
10/21/2011 05:13:16.307,131,B
10/21/2011 05:13:51.940,131,B
10/21/2011 05:13:54.307,131,B
10/21/2011 05:23:17.990,111,A
10/21/2011 05:24:48.823,204,B
10/21/2011 05:34:24.590,156,A
10/21/2011 05:35:11.240,156,A
10/21/2011 05:35:52.257,140,B
10/21/2011 05:36:02.007,140,B
10/21/2011 05:36:16.857,149,B
10/21/2011 05:37:43.857,140,B
10/21/2011 05:37:50.990,111,A
10/21/2011 06:03:52.723,204,B
10/21/2011 06:23:51.657,111,A
10/21/2011 06:38:22.157,111,A
10/21/2011 07:24:26.040,111,A
10/21/2011 07:29:57.440,156,A
10/21/2011 07:31:35.507,156,A
10/21/2011 07:31:38.557,149,B
10/21/2011 07:32:01.740,118,B
10/21/2011 07:32:02.174,128,B
10/21/2011 07:38:54.807,111,A
10/21/2011 07:55:36.657,127,A
10/21/2011 07:55:36.657,207,A
10/21/2011 07:55:55.424,207,A
10/21/2011 07:55:55.440,127,A
10/21/2011 08:25:25.057,111,A
10/21/2011 08:39:56.874,111,A
10/21/2011 08:43:28.590,155,B
10/21/2011 08:43:52.757,108,A
10/21/2011 08:46:12.823,108,A
10/21/2011 08:48:06.740,128,B
10/21/2011 08:55:44.624,156,A
10/21/2011 08:57:01.223,128,B
10/21/2011 08:57:26.207,150,B
10/21/2011 08:59:09.657,1001,A
10/21/2011 09:10:24.090,1002,A
10/21/2011 09:14:27.990,132,A
10/21/2011 09:16:54.174,132,A
10/21/2011 09:17:12.840,1003,A
10/21/2011 09:17:32.190,1004,A
10/21/2011 09:17:32.407,156,A
10/21/2011 09:18:40.007,150,B
10/21/2011 09:19:43.790,149,B
10/21/2011 09:22:28.307,111,A
10/21/2011 09:22:34.473,111,A
10/21/2011 09:24:16.840,111,A
10/21/2011 09:24:28.357,111,A
10/21/2011 09:24:30.524,111,A
10/21/2011 09:25:29.357,155,B
10/21/2011 09:36:10.124,120,B
10/21/2011 09:36:39.790,120,B
10/21/2011 09:40:50.557,111,A
10/21/2011 09:44:11.590,128,B
10/21/2011 10:02:58.640,204,B
10/21/2011 10:09:53.690,120,B
10/21/2011 10:09:56.723,140,B
10/21/2011 10:11:27.757,112,B
10/21/2011 10:18:04.040,156,A
10/21/2011 10:27:20.040,111,A
10/21/2011 10:31:08.940,140,B
10/21/2011 10:31:18.507,140,B
10/21/2011 10:32:26.190,156,A
10/21/2011 10:33:00.190,140,B
10/21/2011 10:34:16.007,140,B
10/21/2011 10:36:22.357,120,B
10/21/2011 10:36:22.374,140,B
10/21/2011 10:36:30.790,140,B
10/21/2011 10:37:53.657,112,B
10/21/2011 10:38:12.240,140,B
10/21/2011 10:38:33.790,103,B
10/21/2011 10:38:46.674,103,B
10/21/2011 10:39:43.490,103,B
10/21/2011 10:39:55.957,103,B
10/21/2011 10:42:19.240,111,A
10/21/2011 10:44:24.573,103,B
10/21/2011 10:50:34.640,118,B
10/21/2011 11:29:05.557,111,A
10/21/2011 11:43:49.624,111,A
10/21/2011 12:31:56.223,111,A
10/21/2011 12:46:41.973,111,A
10/21/2011 13:33:57.707,111,A
10/21/2011 13:48:33.874,111,A
10/21/2011 14:36:25.107,111,A
10/21/2011 14:50:44.590,111,A
10/21/2011 15:38:55.524,111,A
10/21/2011 15:53:15.707,111,A
10/21/2011 16:10:32.990,204,B
10/21/2011 16:41:42.823,111,A
10/21/2011 16:55:38.440,111,A
10/21/2011 17:18:22.557,118,B
10/21/2011 17:18:22.557,149,B
10/21/2011 17:18:29.090,128,B
10/21/2011 17:42:30.807,149,B
10/21/2011 17:42:57.140,156,A
10/21/2011 17:44:00.207,156,A
10/21/2011 17:44:10.457,111,A
10/21/2011 17:44:40.323,155,B
10/21/2011 17:44:48.457,111,A
10/21/2011 17:44:52.657,111,A
10/21/2011 17:44:57.290,152,B
10/21/2011 17:45:08.457,1005,B
10/21/2011 17:45:38.607,123,B
10/21/2011 17:45:48.723,129,B
10/21/2011 17:58:42.174,111,A
10/21/2011 18:07:25.540,128,B
10/21/2011 18:42:52.823,118,B
10/21/2011 18:45:46.407,111,A
10/21/2011 19:00:21.540,111,A
10/21/2011 19:32:52.157,129,B
10/21/2011 19:32:52.690,123,B
10/21/2011 19:33:09.223,1006,B
10/21/2011 19:33:21.640,152,B
10/21/2011 19:33:25.640,157,B
10/21/2011 19:33:45.590,151,B
10/21/2011 19:33:51.107,149,B
10/21/2011 19:34:05.024,128,B
10/21/2011 19:34:05.040,118,B
10/21/2011 19:47:01.140,111,A
10/21/2011 20:01:50.657,111,A
10/21/2011 20:06:30.507,149,B
10/21/2011 20:06:32.440,156,A
10/21/2011 20:08:41.557,156,A
10/21/2011 20:08:54.390,101,B
10/21/2011 20:08:54.390,102,B
10/21/2011 20:12:52.640,209,B
10/21/2011 20:12:54.040,209,B
10/21/2011 20:30:05.323,128,B
10/21/2011 20:45:21.573,111,A
10/21/2011 20:45:27.640,111,A
10/21/2011 20:45:55.240,111,A
10/21/2011 20:45:59.657,111,A
10/21/2011 20:46:24.857,111,A
10/21/2011 20:47:05.590,111,A
10/21/2011 20:47:09.040,111,A
10/21/2011 20:48:02.240,111,A
10/21/2011 20:48:06.990,111,A
10/21/2011 20:49:11.540,152,B
10/21/2011 20:49:23.157,159,B
10/21/2011 20:49:48.157,111,A
10/21/2011 20:49:51.090,111,A
10/21/2011 20:50:15.274,123,B
10/21/2011 20:50:25.407,129,B
10/21/2011 21:05:23.090,118,B
10/21/2011 21:05:35.457,111,A
10/21/2011 21:10:12.640,204,B
10/21/2011 21:49:41.540,111,A
10/21/2011 22:05:20.490,111,A
10/21/2011 22:30:37.207,209,B
10/21/2011 22:30:44.040,209,B
10/21/2011 22:43:21.757,156,A
10/21/2011 22:44:45.090,156,A
10/21/2011 22:44:49.223,151,B
10/21/2011 22:45:59.090,155,B
10/21/2011 22:46:43.690,157,B
10/21/2011 22:49:22.723,111,A
10/21/2011 22:56:25.290,1007,A
10/21/2011 22:57:00.340,1008,A
10/21/2011 22:58:06.823,129,B
10/21/2011 22:58:07.290,123,B
10/21/2011 23:00:49.723,159,B
10/21/2011 23:01:09.973,152,B
10/21/2011 23:01:52.407,101,B
10/21/2011 23:01:52.407,102,B
10/21/2011 23:01:57.207,151,B
10/21/2011 23:02:22.624,149,B
10/21/2011 23:03:57.374,111,A
10/21/2011 23:23:41.073,149,B
10/21/2011 23:33:22.207,151,B
10/21/2011 23:33:23.090,101,B
10/21/2011 23:33:23.090,102,B
10/21/2011 23:33:42.990,155,B
10/21/2011 23:33:56.274,111,A
10/21/2011 23:34:00.540,111,A
10/21/2011 23:34:02.740,111,A
10/21/2011 23:34:05.924,111,A
10/21/2011 23:34:15.174,111,A
10/21/2011 23:34:17.723,111,A
10/21/2011 23:34:25.340,111,A
10/21/2011 23:34:27.657,111,A
10/21/2011 23:35:07.107,155,B
10/21/2011 23:35:11.823,152,B
10/21/2011 23:35:22.640,159,B
10/21/2011 23:35:50.957,123,B
10/21/2011 23:36:01.090,129,B
10/21/2011 23:43:53.307,111,A
10/21/2011 23:58:42.424,111,A
10/22/2011 00:30:29.690,129,B
10/22/2011 00:30:30.174,123,B
10/22/2011 00:30:36.940,159,B
10/22/2011 00:30:46.640,152,B
10/22/2011 00:31:08.274,101,B
10/22/2011 00:31:08.274,102,B
10/22/2011 00:31:38.390,156,A
10/22/2011 00:32:53.557,156,A
10/22/2011 00:34:31.740,127,A
10/22/2011 00:34:31.740,207,A
10/22/2011 00:34:50.157,207,A
10/22/2011 00:34:50.174,127,A
10/22/2011 00:42:55.640,111,A
10/22/2011 00:57:37.174,111,A
10/22/2011 01:43:09.157,111,A
10/22/2011 01:57:28.924,111,A
10/22/2011 02:43:25.973,111,A
10/22/2011 02:57:37.540,111,A
10/22/2011 03:43:57.223,111,A
10/22/2011 03:57:58.240,111,A
10/22/2011 04:44:49.707,111,A
10/22/2011 04:58:44.823,111,A
10/22/2011 05:46:16.990,111,A
10/22/2011 05:59:36.957,111,A
10/22/2011 06:06:01.907,204,B
10/22/2011 06:07:52.573,204,B
10/22/2011 06:10:23.990,204,B
10/22/2011 06:46:59.890,111,A
10/22/2011 07:00:51.107,111,A
10/22/2011 07:48:42.807,111,A
10/22/2011 08:02:47.190,111,A
10/22/2011 08:17:22.973,118,B
10/22/2011 08:17:22.973,128,B
10/22/2011 08:26:36.607,152,B
10/22/2011 08:26:49.357,1009,B
10/22/2011 08:26:59.790,1010,B
10/22/2011 08:27:11.774,152,B
10/22/2011 08:48:14.290,128,B
10/22/2011 08:50:07.490,111,A
10/22/2011 09:04:30.124,111,A
10/22/2011 09:22:12.774,118,B
10/22/2011 09:44:45.107,155,B
10/22/2011 09:45:35.590,111,A
10/22/2011 09:45:39.190,111,A
10/22/2011 09:50:32.257,111,A
10/22/2011 09:51:10.624,211,B
10/22/2011 09:52:52.240,211,B
10/22/2011 09:58:17.823,211,B
10/22/2011 10:00:02.040,211,B
10/22/2011 10:00:53.290,211,B
10/22/2011 10:02:18.240,211,B
10/22/2011 10:03:07.840,211,B
10/22/2011 10:04:44.973,211,B
10/22/2011 10:05:19.323,111,A
10/22/2011 10:05:32.323,211,B
10/22/2011 10:07:10.674,211,B
10/22/2011 10:07:59.340,211,B
10/22/2011 10:09:42.874,211,B
10/22/2011 10:10:31.207,211,B
10/22/2011 10:12:14.407,211,B
10/22/2011 10:13:01.823,211,B
10/22/2011 10:14:47.723,211,B
10/22/2011 10:15:33.690,211,B
10/22/2011 10:17:20.607,211,B
10/22/2011 10:18:07.890,211,B
10/22/2011 10:19:49.707,211,B
10/22/2011 10:19:55.907,211,B
10/22/2011 10:50:38.374,111,A
10/22/2011 10:51:13.907,155,B
10/22/2011 10:51:17.790,211,B
10/22/2011 10:52:14.990,103,B
10/22/2011 10:52:27.840,103,B
10/22/2011 10:54:05.057,103,B
10/22/2011 10:54:17.524,103,B
10/22/2011 10:58:46.140,103,B
10/22/2011 11:06:25.340,111,A
10/22/2011 11:12:22.340,155,B
10/22/2011 11:12:31.057,112,B
10/22/2011 11:12:49.657,211,B
10/22/2011 11:12:49.707,120,B
10/22/2011 11:12:57.573,140,B
10/22/2011 11:22:08.540,211,B
10/22/2011 11:22:58.890,211,B
10/22/2011 11:23:12.174,140,B
10/22/2011 11:23:21.973,140,B
10/22/2011 11:24:02.223,211,B
10/22/2011 11:24:34.157,209,B
10/22/2011 11:24:59.157,211,B
10/22/2011 11:25:06.973,140,B
10/22/2011 11:25:18.857,209,B
10/22/2011 11:25:59.257,211,B
10/22/2011 11:26:20.157,211,B
10/22/2011 11:27:30.557,149,B
10/22/2011 11:27:33.040,118,B
10/22/2011 11:27:36.957,128,B
10/22/2011 11:28:18.973,140,B
10/22/2011 11:29:44.590,211,B
10/22/2011 11:30:30.407,211,B
10/22/2011 11:31:49.090,211,B
10/22/2011 11:32:37.107,211,B
10/22/2011 11:33:50.323,211,B
10/22/2011 11:34:43.257,211,B
10/22/2011 11:35:54.424,211,B
10/22/2011 11:36:50.657,211,B
10/22/2011 11:38:01.540,211,B
10/22/2011 11:38:55.774,211,B
10/22/2011 11:40:02.990,211,B
10/22/2011 11:41:02.473,211,B
10/22/2011 11:42:10.090,211,B
10/22/2011 11:43:07.640,211,B
10/22/2011 11:44:15.840,211,B
10/22/2011 11:45:15.940,211,B
10/22/2011 11:46:21.357,211,B
10/22/2011 11:47:22.774,211,B
10/22/2011 11:48:29.740,211,B
10/22/2011 11:49:30.107,211,B
10/22/2011 11:50:05.924,1200,A
10/22/2011 11:50:09.024,1201,A
10/22/2011 11:50:09.223,156,A
10/22/2011 11:50:12.707,111,A
10/22/2011 11:50:31.207,211,B
10/22/2011 11:51:32.607,211,B
10/22/2011 11:52:02.607,156,A
10/22/2011 11:52:35.057,211,B
10/22/2011 11:53:35.823,211,B
10/22/2011 11:54:36.924,211,B
10/22/2011 11:55:35.040,211,B
10/22/2011 11:56:37.424,211,B
10/22/2011 11:57:40.524,211,B
10/22/2011 11:58:42.207,211,B
10/22/2011 11:59:45.973,211,B
10/22/2011 12:00:49.323,211,B
10/22/2011 12:01:51.657,211,B
10/22/2011 12:02:53.457,211,B
10/22/2011 12:03:56.124,211,B
10/22/2011 12:05:00.140,211,B
10/22/2011 12:06:01.573,211,B
10/22/2011 12:07:04.640,211,B
10/22/2011 12:08:09.957,211,B
10/22/2011 12:09:10.407,211,B
10/22/2011 12:10:13.840,211,B
10/22/2011 12:11:14.540,211,B
10/22/2011 12:12:19.240,211,B
10/22/2011 12:13:22.973,211,B
10/22/2011 12:14:31.907,211,B
10/22/2011 12:15:34.290,211,B
10/22/2011 12:16:15.990,111,A
10/22/2011 12:16:39.607,211,B
10/22/2011 12:17:57.374,211,B
10/22/2011 12:19:09.223,211,B
10/22/2011 12:20:06.007,211,B
10/22/2011 12:21:12.740,211,B
10/22/2011 12:21:15.340,111,A
10/22/2011 12:22:11.823,211,B
10/22/2011 12:23:01.524,211,B
10/22/2011 12:24:10.440,211,B
10/22/2011 12:24:31.190,152,B
10/22/2011 12:25:07.524,210,B
10/22/2011 12:25:20.924,210,B
10/22/2011 12:25:30.157,211,B
10/22/2011 12:26:27.657,211,B
10/22/2011 12:27:34.257,211,B
10/22/2011 12:28:04.707,210,B
10/22/2011 12:28:08.690,210,B
10/22/2011 12:28:33.057,211,B
10/22/2011 12:28:45.207,210,B
10/22/2011 12:29:05.723,210,B
10/22/2011 12:29:07.774,210,B
10/22/2011 12:29:41.707,211,B
10/22/2011 12:30:08.807,210,B
10/22/2011 12:30:25.690,210,B
10/22/2011 12:30:38.057,103,B
10/22/2011 12:30:38.057,207,A
10/22/2011 12:30:43.690,211,B
10/22/2011 12:31:07.940,210,B
10/22/2011 12:31:53.607,211,B
10/22/2011 12:32:11.390,140,B
10/22/2011 12:32:21.157,140,B
10/22/2011 12:32:53.424,211,B
10/22/2011 12:33:59.740,211,B
10/22/2011 12:34:03.223,140,B
10/22/2011 12:35:00.823,211,B
10/22/2011 12:36:10.457,211,B
10/22/2011 12:37:11.107,211,B
10/22/2011 12:38:07.723,210,B
10/22/2011 12:38:18.424,211,B
10/22/2011 12:39:17.223,211,B
10/22/2011 12:40:24.573,211,B
10/22/2011 12:41:04.957,210,B
10/22/2011 12:41:08.823,210,B
10/22/2011 12:41:23.690,211,B
10/22/2011 12:41:48.507,210,B
10/22/2011 12:42:30.990,211,B
10/22/2011 12:43:05.057,210,B
10/22/2011 12:43:31.140,211,B
10/22/2011 12:44:07.840,210,B
10/22/2011 12:44:09.740,103,B
10/22/2011 12:44:09.740,207,A
10/22/2011 12:44:27.840,210,B
10/22/2011 12:44:43.340,211,B
10/22/2011 12:44:48.007,1011,A
10/22/2011 12:45:27.857,1012,A
10/22/2011 12:45:42.140,211,B
10/22/2011 12:45:52.257,211,B
10/22/2011 12:46:14.440,211,B
10/22/2011 12:46:26.407,128,B
10/22/2011 12:46:48.457,211,B
10/22/2011 12:47:02.840,204,B
10/22/2011 12:47:04.973,210,B
10/22/2011 12:47:09.007,210,B
10/22/2011 12:47:44.424,210,B
10/22/2011 12:48:05.090,210,B
10/22/2011 12:48:53.240,211,B
10/22/2011 12:49:07.924,210,B
10/22/2011 12:49:25.607,210,B
10/22/2011 12:50:08.323,210,B
10/22/2011 12:50:54.774,211,B
10/22/2011 12:51:09.024,210,B
10/22/2011 12:51:44.757,211,B
10/22/2011 12:52:59.524,211,B
10/22/2011 12:53:05.223,210,B
10/22/2011 12:53:08.840,210,B
10/22/2011 12:53:45.557,210,B
10/22/2011 12:53:54.723,211,B
10/22/2011 12:54:13.307,211,B
10/22/2011 12:54:33.157,1013,A
10/22/2011 12:54:54.524,211,B
